year,nino3
0,2.452633333333333
1,-0.79364
2,-0.9582366666666666
3,1.9360666666666668
4,0.024129
5,-0.8425799999999999
6,-0.28164666666666666
7,0.17266133333333333
8,-0.6981366666666666
9,0.5335366666666667
10,1.5180333333333331
11,-0.39215666666666665
12,-0.4608833333333333
13,0.7053600000000001
14,-0.46666
15,-0.7033833333333334
16,2.011833333333333
17,-0.6795866666666667
18,-0.33382
19,1.5594666666666666
20,0.4267566666666667
21,0.20378166666666667
22,-0.054764
23,-0.5417766666666667
24,0.5087166666666666
25,0.6268700000000001
26,-0.1565633333333333
27,-0.3563
28,-0.35061000000000003
29,0.4901933333333333
30,-0.5462766666666666
31,-0.02293466666666667
32,-0.4161533333333334
33,-0.35699000000000003
34,-0.2290266666666667
35,0.5798233333333332
36,1.3980666666666668
37,-1.3492666666666668
38,0.6258666666666667
39,-0.4585933333333334
40,-0.6873833333333333
41,1.901133333333333
42,-0.83194
43,-0.6300199999999999
44,1.07205
45,0.02762500000000001
46,-0.78064
47,-0.22371333333333326
48,0.33593333333333336
49,-0.5926100000000001
50,-0.3422433333333333
51,1.7335666666666665
52,0.09476333333333337
53,-0.4837033333333333
54,0.4866333333333333
55,0.3871366666666666
56,0.13908666666666664
57,0.4899566666666666
58,1.1151133333333332
59,-0.23908999999999994
60,-0.4235966666666667
61,-0.18626333333333334
62,1.3014333333333334
63,-0.29425
64,-0.9191066666666666
65,1.366266666666667
66,-1.1508999999999998
67,0.30898000000000003
68,0.014189333333333332
69,-0.3546
70,0.006917666666666668
71,-0.097741
72,-0.08817499999999999
73,0.14001666666666665
74,0.004405066666666667
75,-0.20651333333333333
76,-0.12356
77,0.2515333333333333
78,-0.23699333333333336
79,-0.19945666666666664
80,0.3042533333333333
81,-0.06449466666666666
82,-0.2446533333333333
83,0.2419
84,-0.008434800000000001
85,-0.14437
86,0.070884
87,0.102567
88,-0.15678666666666666
89,-0.04905366666666667
90,0.2313633333333333
91,-0.10493633333333334
92,-0.20139666666666667
93,0.09323733333333334
94,0.2142733333333333
95,-0.4559066666666666
96,-0.3242133333333333
97,0.5354333333333333
98,-0.8163666666666667
99,0.7835866666666668
100,0.26188666666666666
101,-0.6884833333333334
102,1.9624666666666668
103,-0.5914766666666665
104,-1.0178266666666669
105,1.6777
106,-0.32066
107,-0.04037266666666667
108,-0.5246733333333333
109,1.0058
110,-0.4644933333333334
111,-0.49528
112,1.5943333333333332
113,0.361
114,-1.3416
115,2.4825
116,-0.5948733333333334
117,-0.4347066666666666
118,1.1159
119,-0.022287
120,-0.33494333333333337
121,-0.15702000000000002
122,-0.3351833333333333
123,0.05722126666666666
124,-0.27612
125,-0.12692266666666666
126,-0.032397666666666665
127,-0.30598000000000003
128,-0.16801999999999995
129,0.6996833333333333
130,0.14497033333333334
131,-0.4387533333333333
132,1.9854000000000005
133,-0.4516133333333333
134,-1.2007
135,2.4223
136,-0.25618
137,-1.3015333333333334
138,2.6392666666666664
139,-0.9574933333333332
140,0.5767446666666666
141,0.7417566666666667
142,1.1003999999999998
143,0.27920666666666666
144,-0.8003233333333334
145,0.4784766666666666
146,0.16600666666666666
147,-0.31151666666666666
148,-0.03473733333333333
149,0.41196666666666665
150,-0.22130666666666668
151,-0.06564266666666665
152,0.4252833333333334
153,-0.2837133333333333
154,-0.2860733333333333
155,1.3268333333333333
156,0.2075987333333333
157,-0.5009666666666667
158,1.3022999999999998
159,0.22177166666666667
160,-0.13756666666666667
161,0.2374733333333333
162,0.30445666666666665
163,-0.2751433333333333
164,0.30281
165,-0.0047290000000000006
166,-0.5249833333333334
167,0.8957433333333333
168,-0.4023733333333333
169,-0.5406066666666667
170,1.3665666666666667
171,0.7807166666666666
172,0.67061
173,0.12532533333333332
174,-0.5289766666666667
175,-0.16017666666666666
176,0.7238833333333333
177,-0.06116900000000001
178,-0.24712
179,-0.14580333333333334
180,-0.31087666666666663
181,-0.6718533333333333
182,1.5633666666666668
183,0.02228506666666667
184,-0.7788233333333334
185,0.44055333333333335
186,-0.9252833333333332
187,0.5101566666666667
188,1.3121666666666665
189,0.09536193333333333
190,-0.39971666666666666
191,-0.32204666666666665
192,-0.4265466666666667
193,-0.13928
194,0.3234733333333333
195,-0.21110666666666664
196,-0.36987
197,0.8228066666666667
198,0.4820766666666666
199,0.4169733333333333
200,-0.54467
201,-0.21540333333333336
202,1.2875
203,-0.65514
204,-0.6393800000000001
205,1.1439766666666669
206,0.37876
207,-0.9359933333333332
208,2.658633333333334
209,-0.6752699999999999
210,-0.9056700000000001
211,2.397566666666666
212,-0.6453866666666667
213,-0.49031
214,0.30163
215,0.4621933333333333
216,-0.38634666666666667
217,-0.36000999999999994
218,1.9188
219,-0.4961900000000001
220,-1.2034
221,2.3824666666666663
222,-0.6483866666666667
223,0.6986833333333333
224,-0.19213
225,-0.7080566666666668
226,-0.1669233333333333
227,1.7983333333333331
228,-0.44898666666666665
229,-0.8674700000000001
230,2.2145333333333332
231,-0.41592333333333337
232,-0.37150666666666665
233,-0.49022
234,-0.48694
235,-0.20553333333333326
236,-0.113865
237,-0.63173
238,0.055915999999999993
239,0.3999166666666665
240,-0.6476933333333333
241,-0.2385633333333333
242,0.8716166666666667
243,-0.5432100000000001
244,-0.7130433333333334
245,2.1299
246,-0.6621733333333333
247,0.13516
248,0.6710033333333333
249,-0.29874
250,0.4580499999999999
251,0.1369233333333333
252,-0.5910866666666666
253,0.7892833333333334
254,0.14987666666666669
255,-0.75547
256,0.7387200000000002
257,0.0593299
258,-0.41312
259,-0.4340766666666667
260,0.2358933333333333
261,-0.3905666666666667
262,-0.39177666666666666
263,0.34236666666666665
264,-0.6335866666666666
265,-0.03598099999999998
266,0.6374133333333333
267,-0.34251000000000004
268,-0.5232166666666666
269,1.4826
270,0.5573066666666667
271,-1.0051166666666669
272,2.285966666666667
273,-0.43139666666666665
274,-0.6158100000000001
275,-0.5689833333333333
276,-0.12708133333333335
277,-0.4479666666666667
278,0.47347
279,0.94772
280,-0.44699333333333335
281,0.4871633333333333
282,-0.6893699999999999
283,0.097794
284,-0.04464326666666666
285,-0.2283433333333333
286,0.2621
287,-0.17984333333333336
288,-0.2206533333333333
289,0.091252
290,0.060486999999999985
291,-0.2583166666666667
292,-0.09119133333333332
293,0.0317721
294,-0.2684033333333333
295,-0.13397666666666666
296,0.072145
297,-0.04394
298,-0.22142666666666666
299,0.13542266666666666
300,0.08936300000000001
301,-0.39646
302,-0.3101066666666667
303,0.2336233333333333
304,-0.21530333333333326
305,-0.4332133333333334
306,0.9719
307,0.6665766666666667
308,0.4850166666666666
309,-0.5132499999999999
310,-0.64035
311,1.4886
312,-0.4302
313,-0.8677266666666666
314,1.6770000000000005
315,0.56479
316,-1.1526500000000002
317,2.800266666666667
318,-0.7924766666666666
319,-0.91304
320,2.3953
321,-0.42804
322,-0.8616766666666668
323,-0.29378666666666664
324,1.1591566666666668
325,-0.62964
326,0.19615333333333326
327,-0.6693699999999999
328,-0.4454866666666665
329,0.26987
330,0.6385033333333333
331,-1.0357166666666666
332,0.5798800000000001
333,0.6002200000000001
334,0.06069500000000001
335,-0.23940666666666666
336,-0.30781
337,-0.24619666666666665
338,0.5356866666666666
339,0.2288233333333333
340,-0.8224633333333333
341,2.448033333333333
342,-0.6393400000000001
343,-0.39537333333333335
344,1.7272999999999998
345,-0.4139100000000001
346,-0.44347
347,0.03369466666666667
348,0.4591866666666666
349,-0.8668366666666666
350,1.37
351,-0.3614626666666667
352,-0.7607966666666667
353,0.4979733333333333
354,2.0322
355,-0.8643300000000002
356,-0.8573466666666666
357,1.0502566666666666
358,-1.03296
359,-0.56182
360,2.2173666666666665
361,-0.7560533333333334
362,-0.6185666666666667
363,2.336
364,-0.43819
365,-1.0238666666666667
366,1.5815333333333337
367,0.24963000000000002
368,-0.9864833333333332
369,0.036135
370,-0.2758066666666667
371,-0.18352
372,0.2664833333333333
373,-0.16705666666666666
374,-0.18456666666666666
375,0.5839300000000001
376,-0.25029
377,-0.21258333333333326
378,0.50351
379,0.5204966666666667
380,-0.6212666666666666
381,-0.008964166666666667
382,0.31204000000000004
383,0.20728
384,-0.4577933333333333
385,1.6348333333333336
386,-0.22211921
387,0.16234600000000002
388,0.8862800000000001
389,0.33821999999999997
390,0.2452933333333333
391,-0.111106
392,-0.11143333333333334
393,-0.12597966666666668
394,-0.3912200000000001
395,0.07723633333333334
396,0.2147266666666667
397,-0.29109333333333337
398,-0.34590666666666664
399,0.40730666666666665
400,0.109093
401,-0.42352666666666666
402,0.43091999999999997
403,-0.084576
404,-0.28243333333333337
405,0.2362233333333333
406,0.3945866666666665
407,-0.71075
408,-0.5689233333333333
409,2.0293666666666668
